customer_id,order_id,order_date,ship_date,ship_mode,months
JK-15205,CA-2015-125976,27-09-2015,02-10-2015,Standard Class,September
CS-11860,CA-2014-124618,02-05-2014,04-05-2014,Second Class,May      
SR-20425,CA-2014-140487,14-06-2014,20-06-2014,Standard Class,June     
DR-12880,US-2016-164189,24-03-2016,28-03-2016,Standard Class,March    
WB-21850,CA-2016-165330,11-12-2016,11-12-2016,Same Day,December 
MM-17260,CA-2017-138156,11-02-2017,14-02-2017,First Class,February 
JE-15610,CA-2017-166317,22-09-2017,26-09-2017,Standard Class,September
EJ-14155,CA-2014-105648,03-03-2014,07-03-2014,Standard Class,March    
AR-10540,CA-2014-122588,25-11-2014,27-11-2014,Second Class,November 
SL-20155,CA-2017-156391,26-09-2017,28-09-2017,First Class,September
JK-15370,US-2017-103828,13-08-2017,13-08-2017,Same Day,August   
VB-21745,CA-2016-162313,27-11-2016,30-11-2016,First Class,November 
LH-17155,CA-2015-121965,19-06-2015,23-06-2015,Standard Class,June     
CW-11905,CA-2015-119214,23-01-2015,27-01-2015,Standard Class,January  
GB-14575,CA-2017-130309,17-12-2017,21-12-2017,Standard Class,December 
KB-16315,CA-2015-131758,28-05-2015,01-06-2015,Standard Class,May      
MA-17560,CA-2017-158722,20-10-2017,26-10-2017,Standard Class,October  
AJ-10780,CA-2016-123617,28-11-2016,03-12-2016,Standard Class,November 
JK-15640,CA-2014-159849,19-09-2014,19-09-2014,Same Day,September
HR-14830,US-2017-135013,24-07-2017,24-07-2017,Same Day,July     
KC-16540,CA-2015-125416,02-11-2015,02-11-2015,Same Day,November 
FM-14290,CA-2014-123260,26-08-2014,30-08-2014,Standard Class,August   
BE-11455,CA-2015-122406,02-08-2015,05-08-2015,Second Class,August   
JW-15220,CA-2017-116113,02-10-2017,06-10-2017,Second Class,October  
AJ-10960,CA-2014-131800,30-12-2014,04-01-2015,Standard Class,December 
NS-18640,CA-2014-159338,25-06-2014,28-06-2014,First Class,June     
RD-19480,CA-2016-164637,04-03-2016,08-03-2016,Standard Class,March    
LA-16780,CA-2015-129700,04-05-2015,05-05-2015,First Class,May      
CD-11920,CA-2015-101910,27-11-2015,03-12-2015,Standard Class,November 
DB-13210,CA-2016-158778,05-09-2016,09-09-2016,Standard Class,September
TS-21430,CA-2016-128972,13-11-2016,17-11-2016,Standard Class,November 
NF-18475,US-2014-132745,01-10-2014,05-10-2014,Standard Class,October  
BB-11545,CA-2017-158561,11-11-2017,16-11-2017,Second Class,November 
JH-15985,CA-2014-169726,09-08-2014,13-08-2014,Standard Class,August   
MC-17275,CA-2016-118899,22-03-2016,22-03-2016,Same Day,March    
CC-12220,CA-2017-161410,26-06-2017,03-07-2017,Standard Class,June     
JL-15130,CA-2014-165428,01-09-2014,04-09-2014,First Class,September
DM-13345,CA-2016-144554,07-11-2016,12-11-2016,Standard Class,November 
MV-18190,CA-2017-101798,11-12-2017,15-12-2017,Standard Class,December 
BW-11110,CA-2017-151855,27-05-2017,03-06-2017,Standard Class,May      
NC-18340,US-2014-113124,30-03-2014,05-04-2014,Standard Class,March    
HM-14980,CA-2017-130904,11-04-2017,16-04-2017,Standard Class,April    
PP-18955,US-2014-115413,26-08-2014,01-09-2014,Standard Class,August   
FM-14380,CA-2017-134796,25-06-2017,01-07-2017,Standard Class,June     
LC-16870,CA-2016-167584,12-08-2016,12-08-2016,Same Day,August   
MP-18175,CA-2016-163636,05-12-2016,09-12-2016,Second Class,December 
DJ-13510,CA-2017-108749,12-09-2017,15-09-2017,First Class,September
MG-17650,CA-2017-152135,16-03-2017,18-03-2017,Second Class,March    
KB-16315,US-2015-147662,14-02-2015,19-02-2015,Standard Class,February 
SZ-20035,CA-2017-133249,08-07-2017,11-07-2017,First Class,July     
FA-14230,US-2015-131359,30-10-2015,02-11-2015,Second Class,October  
GM-14500,CA-2016-117625,10-05-2016,15-05-2016,Standard Class,May      
EB-14110,CA-2016-116561,11-09-2016,17-09-2016,Standard Class,September
PK-19075,CA-2016-150343,16-08-2016,20-08-2016,Standard Class,August   
VT-21700,CA-2014-151897,06-06-2014,10-06-2014,Standard Class,June     
EP-13915,CA-2017-111815,03-03-2017,10-03-2017,Standard Class,March    
AG-10675,CA-2016-108987,08-09-2016,10-09-2016,Second Class,September
SB-20290,CA-2016-158575,18-11-2016,24-11-2016,Standard Class,November 
BW-11110,US-2016-126844,08-10-2016,14-10-2016,Standard Class,October  
VT-21700,CA-2015-167010,05-04-2015,10-04-2015,Standard Class,April    
HG-14965,US-2017-160143,31-03-2017,07-04-2017,Standard Class,March    
SJ-20125,CA-2016-147123,10-12-2016,12-12-2016,First Class,December 
MW-18235,CA-2017-136308,16-11-2017,16-11-2017,Same Day,November 
AB-10105,CA-2016-117121,17-12-2016,21-12-2016,Standard Class,December 
RA-19885,CA-2015-155453,09-08-2015,14-08-2015,Standard Class,August   
MA-17995,US-2016-165078,05-11-2016,10-11-2016,Standard Class,November 
JB-16000,CA-2017-107713,13-03-2017,17-03-2017,Standard Class,March    
TH-21235,US-2014-134187,04-11-2014,11-11-2014,Standard Class,November 
JH-15430,CA-2017-121818,20-11-2017,21-11-2017,First Class,November 
BH-11710,CA-2014-115812,09-06-2014,14-06-2014,Standard Class,June     
PF-19120,US-2015-126977,17-09-2015,23-09-2015,Standard Class,September
TB-21625,US-2017-165456,30-11-2017,03-12-2017,First Class,November 
GB-14530,CA-2015-167745,18-09-2015,23-09-2015,Standard Class,September
KT-16480,CA-2017-105326,20-08-2017,27-08-2017,Standard Class,August   
CM-12160,CA-2017-162936,18-08-2017,22-08-2017,Standard Class,August   
AG-10300,CA-2015-166800,19-11-2015,26-11-2015,Standard Class,November 
SW-20350,CA-2016-128517,09-04-2016,14-04-2016,Second Class,April    
TB-21400,CA-2017-134565,11-06-2017,13-06-2017,Second Class,June     
JP-15460,CA-2016-158001,23-08-2016,27-08-2016,Standard Class,August   
SM-20320,CA-2017-149146,12-10-2017,12-10-2017,Same Day,October  
QJ-19255,CA-2015-130995,01-11-2015,06-11-2015,Standard Class,November 
RW-19690,CA-2017-112431,12-10-2017,14-10-2017,Second Class,October  
MG-17650,CA-2014-166471,09-08-2014,13-08-2014,Standard Class,August   
CT-11995,CA-2014-138681,20-12-2014,22-12-2014,First Class,December 
CK-12595,CA-2014-106264,26-12-2014,30-12-2014,Standard Class,December 
DK-12985,US-2017-141943,05-05-2017,09-05-2017,Standard Class,May      
NZ-18565,CA-2017-154676,05-08-2017,08-08-2017,First Class,August   
BD-11620,CA-2014-152254,30-06-2014,30-06-2014,Same Day,June     
AS-10090,CA-2017-145877,01-04-2017,04-04-2017,Second Class,April    
SA-20830,CA-2016-167507,22-12-2016,28-12-2016,Standard Class,December 
LH-17020,US-2014-115987,08-09-2014,13-09-2014,Second Class,September
KT-16465,CA-2016-112060,04-12-2016,09-12-2016,Standard Class,December 
SJ-20500,US-2017-152366,21-04-2017,25-04-2017,Second Class,April    
RD-19660,CA-2016-127670,20-03-2016,24-03-2016,Standard Class,March    
RB-19435,US-2014-144078,25-11-2014,29-11-2014,Standard Class,November 
LF-17185,CA-2014-110030,06-12-2014,08-12-2014,Second Class,December 
AS-10225,CA-2015-144253,04-05-2015,09-05-2015,Second Class,May      
KN-16450,CA-2015-155145,27-12-2015,29-12-2015,Second Class,December 
AS-10285,US-2016-164196,11-11-2016,17-11-2016,Standard Class,November 
PC-18745,US-2017-162068,28-12-2017,31-12-2017,Second Class,December 
DJ-13420,CA-2015-109736,10-10-2015,11-10-2015,First Class,October  
TC-21295,CA-2014-140816,20-12-2014,20-12-2014,Same Day,December 
PO-18865,CA-2017-140088,28-05-2017,30-05-2017,Second Class,May      
SC-20725,CA-2016-103730,12-06-2016,15-06-2016,First Class,June     
BW-11200,CA-2016-116596,27-10-2016,31-10-2016,Standard Class,October  
MB-17305,CA-2015-168529,08-10-2015,12-10-2015,Standard Class,October  
DS-13180,CA-2017-154907,31-03-2017,04-04-2017,Standard Class,March    
NG-18430,CA-2015-103961,05-11-2015,09-11-2015,Standard Class,November 
FC-14335,CA-2017-107517,05-02-2017,09-02-2017,Standard Class,February 
CY-12745,US-2014-122959,12-12-2014,12-12-2014,Same Day,December 
RW-19690,CA-2016-145499,30-05-2016,31-05-2016,First Class,May      
DB-13270,CA-2017-154011,19-06-2017,26-06-2017,Standard Class,June     
BS-11590,US-2017-109610,25-11-2017,30-11-2017,Second Class,November 
MR-17545,US-2014-120236,03-09-2014,04-09-2014,First Class,September
KD-16495,US-2015-148817,01-12-2015,07-12-2015,Standard Class,December 
GH-14410,CA-2014-128986,03-08-2014,05-08-2014,Second Class,August   
MM-18055,CA-2017-164378,15-07-2017,18-07-2017,Second Class,July     
CA-12775,US-2016-132857,11-12-2016,17-12-2016,Standard Class,December 
SZ-20035,CA-2016-135965,22-09-2016,25-09-2016,First Class,September
MS-17710,CA-2015-134257,16-03-2015,19-03-2015,Second Class,March    
IL-15100,CA-2015-156482,06-02-2015,13-02-2015,Standard Class,February 
KH-16360,CA-2016-101469,02-07-2016,08-07-2016,Standard Class,July     
PO-18850,CA-2017-129021,23-08-2017,26-08-2017,Second Class,August   
RD-19585,CA-2016-131576,22-11-2016,26-11-2016,Standard Class,November 
SC-20095,US-2014-110674,12-02-2014,18-02-2014,Standard Class,February 
LH-17155,CA-2016-141019,14-05-2016,14-05-2016,Same Day,May      
HA-14905,CA-2014-146640,30-06-2014,05-07-2014,Standard Class,June     
MM-17920,CA-2014-101266,27-08-2014,30-08-2014,Second Class,August   
CD-11920,CA-2017-111556,20-11-2017,22-11-2017,First Class,November 
MH-17620,CA-2015-156440,05-12-2015,09-12-2015,Standard Class,December 
MH-17785,CA-2014-124702,18-11-2014,25-11-2014,Standard Class,November 
RD-19810,CA-2017-104381,16-12-2017,23-12-2017,Standard Class,December 
JF-15490,CA-2015-130736,07-12-2015,09-12-2015,First Class,December 
AP-10720,US-2016-103674,06-12-2016,10-12-2016,Standard Class,December 
TB-21520,CA-2014-168473,26-12-2014,01-01-2015,Standard Class,December 
SC-20050,CA-2017-123022,03-09-2017,08-09-2017,Standard Class,September
RF-19735,CA-2015-111206,18-07-2015,22-07-2015,Standard Class,July     
EA-14035,CA-2015-154921,23-05-2015,28-05-2015,Standard Class,May      
KL-16555,CA-2017-103478,21-07-2017,24-07-2017,Second Class,July     
DB-13210,US-2016-134761,30-11-2016,30-11-2016,Same Day,November 
BP-11155,CA-2015-158491,04-06-2015,09-06-2015,Second Class,June     
SH-19975,US-2017-108245,22-09-2017,27-09-2017,Standard Class,September
DK-12835,CA-2016-160941,21-07-2016,26-07-2016,Standard Class,July     
NH-18610,US-2017-136721,08-04-2017,12-04-2017,Standard Class,April    
JL-15235,CA-2017-137631,28-04-2017,02-05-2017,Standard Class,April    
GZ-14470,CA-2015-154795,20-12-2015,24-12-2015,Standard Class,December 
TC-21295,CA-2017-121048,14-07-2017,18-07-2017,Standard Class,July     
GA-14725,CA-2017-134194,25-12-2017,01-01-2018,Standard Class,December 
KT-16480,CA-2014-116666,08-05-2014,10-05-2014,First Class,May      
BB-11545,US-2017-118941,12-08-2017,12-08-2017,Same Day,August   
JF-15565,CA-2016-105781,16-02-2016,20-02-2016,Standard Class,February 
SC-20695,CA-2015-111017,31-07-2015,06-08-2015,Standard Class,July     
DP-13000,CA-2017-157350,26-08-2017,01-09-2017,Standard Class,August   
LH-17155,CA-2016-133340,09-12-2016,13-12-2016,Standard Class,December 
BM-11575,CA-2016-160304,02-01-2016,07-01-2016,Standard Class,January  
MG-17890,CA-2017-136672,07-03-2017,12-03-2017,Standard Class,March    
MH-17290,US-2017-141558,11-03-2017,16-03-2017,Standard Class,March    
SS-20590,CA-2016-136287,13-06-2016,17-06-2016,Standard Class,June     
JB-15400,US-2014-100853,14-09-2014,19-09-2014,Standard Class,September
TP-21130,CA-2017-120376,22-12-2017,25-12-2017,First Class,December 
RP-19855,CA-2017-104108,02-12-2017,09-12-2017,Standard Class,December 
AI-10855,CA-2017-107552,05-05-2017,05-05-2017,Same Day,May      
MC-17575,CA-2014-101147,02-12-2014,04-12-2014,First Class,December 
ON-18715,CA-2014-140039,13-09-2014,17-09-2014,Standard Class,September
CL-12700,CA-2016-108875,24-09-2016,01-10-2016,Standard Class,September
BF-11170,CA-2016-162348,10-11-2016,15-11-2016,Standard Class,November 
RB-19465,CA-2016-103107,04-07-2016,04-07-2016,Same Day,July     
RC-19825,CA-2016-141397,20-06-2016,21-06-2016,First Class,June     
TG-21310,CA-2016-166429,02-09-2016,08-09-2016,Standard Class,September
FH-14350,CA-2017-104801,13-02-2017,19-02-2017,Standard Class,February 
KB-16240,CA-2017-162015,11-07-2017,18-07-2017,Standard Class,July     
JR-16210,US-2016-112396,09-02-2016,13-02-2016,Standard Class,February 
JK-15625,CA-2017-142622,30-10-2017,02-11-2017,First Class,October  
MT-18070,US-2014-112914,25-09-2014,30-09-2014,Standard Class,September
FO-14305,CA-2016-112578,29-12-2016,02-01-2017,Standard Class,December 
CK-12595,CA-2016-158610,19-09-2016,22-09-2016,First Class,September
AG-10495,CA-2015-142692,23-10-2015,28-10-2015,Standard Class,October  
PG-18820,CA-2017-123701,24-11-2017,27-11-2017,First Class,November 
MZ-17335,CA-2017-147144,26-03-2017,28-03-2017,First Class,March    
JC-15340,CA-2014-100328,28-01-2014,03-02-2014,Standard Class,January  
SC-20095,CA-2015-123568,08-11-2015,14-11-2015,Standard Class,November 
DC-13285,CA-2017-104003,07-10-2017,13-10-2017,Standard Class,October  
CA-12265,CA-2016-106894,07-02-2016,07-02-2016,Same Day,February 
ND-18460,CA-2017-127803,19-05-2017,23-05-2017,Standard Class,May      
RB-19645,CA-2014-106719,24-08-2014,24-08-2014,Same Day,August   
AT-10735,CA-2014-146731,03-11-2014,08-11-2014,Standard Class,November 
FM-14380,CA-2016-141082,09-12-2016,13-12-2016,Standard Class,December 
EB-13870,CA-2017-169817,21-09-2017,25-09-2017,Standard Class,September
IM-15070,CA-2014-120768,19-12-2014,21-12-2014,Second Class,December 
BT-11395,US-2015-120502,13-04-2015,19-04-2015,Standard Class,April    
TS-21430,CA-2014-111192,30-07-2014,05-08-2014,Standard Class,July     
NF-18385,CA-2015-147830,15-12-2015,18-12-2015,First Class,December 
NC-18625,CA-2014-166590,29-10-2014,02-11-2014,Standard Class,October  
KD-16345,CA-2017-157833,17-06-2017,20-06-2017,First Class,June     
RW-19630,CA-2016-144911,27-11-2016,30-11-2016,First Class,November 
AG-10270,CA-2017-139416,27-03-2017,29-03-2017,Second Class,March    
DP-13390,CA-2014-107139,05-07-2014,11-07-2014,Standard Class,July     
TS-21370,CA-2014-101931,28-10-2014,31-10-2014,First Class,October  
SV-20935,US-2017-147669,25-12-2017,30-12-2017,Standard Class,December 
CC-12430,CA-2016-118570,13-11-2016,17-11-2016,Standard Class,November 
NH-18610,CA-2014-111157,02-03-2014,06-03-2014,Standard Class,March    
CR-12730,CA-2016-137239,22-08-2016,28-08-2016,Standard Class,August   
AG-10330,CA-2017-107748,10-12-2017,12-12-2017,Second Class,December 
TC-21535,CA-2017-142328,07-12-2017,14-12-2017,Standard Class,December 
CR-12580,CA-2016-101742,23-09-2016,28-09-2016,Second Class,September
TP-21565,CA-2016-103919,03-10-2016,07-10-2016,Standard Class,October  
NK-18490,CA-2015-118948,28-05-2015,03-06-2015,Standard Class,May      
TA-21385,CA-2016-129847,02-09-2016,04-09-2016,First Class,September
DB-12970,CA-2016-162943,24-07-2016,26-07-2016,Second Class,July     
AS-10045,CA-2017-162691,01-08-2017,07-08-2017,Standard Class,August   
KN-16450,CA-2014-112718,16-12-2014,21-12-2014,Standard Class,December 
SC-20695,US-2016-124163,25-09-2016,30-09-2016,Standard Class,September
MG-17650,US-2017-169502,28-08-2017,01-09-2017,Standard Class,August   
KM-16375,CA-2015-163734,19-06-2015,24-06-2015,Standard Class,June     
TG-21640,CA-2017-128783,07-09-2017,07-09-2017,Same Day,September
BM-11785,CA-2016-117660,30-12-2016,04-01-2017,Standard Class,December 
CM-12715,CA-2015-133585,01-03-2015,04-03-2015,First Class,March    
BS-11755,CA-2015-126137,03-10-2015,08-10-2015,Standard Class,October  
AG-10675,CA-2015-137512,07-05-2015,12-05-2015,Standard Class,May      
HZ-14950,CA-2017-124765,25-11-2017,30-11-2017,Standard Class,November 
ML-17755,CA-2017-140242,06-05-2017,11-05-2017,Standard Class,May      
YS-21880,CA-2017-124828,03-07-2017,04-07-2017,First Class,July     
TS-21205,CA-2014-140662,17-11-2014,19-11-2014,First Class,November 
GK-14620,CA-2014-164469,25-06-2014,27-06-2014,Second Class,June     
DO-13435,CA-2015-169299,24-08-2015,26-08-2015,First Class,August   
LP-17095,CA-2016-118969,02-10-2016,03-10-2016,First Class,October  
JW-15955,CA-2017-166198,21-04-2017,24-04-2017,First Class,April    
TT-21070,CA-2015-119942,05-04-2015,07-04-2015,First Class,April    
GR-14560,US-2014-123183,19-11-2014,25-11-2014,Standard Class,November 
JD-15895,CA-2014-122336,13-04-2014,17-04-2014,Second Class,April    
DM-13015,US-2017-105389,23-10-2017,28-10-2017,Second Class,October  
EJ-14155,CA-2017-133641,14-05-2017,21-05-2017,Standard Class,May      
PS-18760,CA-2014-126963,15-06-2014,15-06-2014,Same Day,June     
KC-16540,CA-2016-134691,14-11-2016,18-11-2016,Standard Class,November 
DS-13030,CA-2017-131954,21-01-2017,25-01-2017,Standard Class,January  
JB-15400,CA-2016-165316,23-07-2016,27-07-2016,Standard Class,July     
RB-19795,US-2016-168620,24-12-2016,28-12-2016,Second Class,December 
LW-17215,CA-2016-132997,07-11-2016,09-11-2016,First Class,November 
KH-16690,CA-2015-150714,26-10-2015,01-11-2015,Standard Class,October  
MS-17365,CA-2016-150077,04-02-2016,10-02-2016,Standard Class,February 
CL-12565,CA-2017-129567,17-03-2017,21-03-2017,Second Class,March    
KB-16240,CA-2015-134922,07-11-2015,11-11-2015,Standard Class,November 
JB-16000,CA-2016-121993,10-06-2016,12-06-2016,First Class,June     
DB-12910,CA-2017-155089,02-12-2017,06-12-2017,Standard Class,December 
FM-14215,CA-2016-124814,10-04-2016,16-04-2016,Standard Class,April    
TB-21520,CA-2014-124394,17-10-2014,22-10-2014,Second Class,October  
LB-16795,CA-2017-147032,31-07-2017,04-08-2017,Standard Class,July     
DB-13270,CA-2016-143609,11-12-2016,13-12-2016,First Class,December 
JH-15985,CA-2017-135860,01-12-2017,07-12-2017,Standard Class,December 
NK-18490,CA-2017-148166,21-10-2017,26-10-2017,Standard Class,October  
DJ-13420,CA-2015-168004,04-10-2015,09-10-2015,Second Class,October  
KB-16315,CA-2015-149587,31-01-2015,05-02-2015,Second Class,January  
SV-20935,CA-2017-122798,28-12-2017,01-01-2018,Standard Class,December 
JG-15805,CA-2017-167899,21-05-2017,26-05-2017,Standard Class,May      
EB-13705,CA-2017-134978,12-11-2017,15-11-2017,Second Class,November 
SP-20545,US-2016-103646,21-04-2016,26-04-2016,Standard Class,April    
CG-12040,CA-2016-140081,20-06-2016,24-06-2016,Standard Class,June     
EM-14095,CA-2017-132437,08-09-2017,13-09-2017,Second Class,September
PV-18985,CA-2017-105914,02-10-2017,08-10-2017,Standard Class,October  
RP-19390,CA-2014-155593,03-11-2014,08-11-2014,Standard Class,November 
SV-20785,CA-2014-169257,06-06-2014,12-06-2014,Standard Class,June     
BP-11155,CA-2017-147564,02-10-2017,06-10-2017,Standard Class,October  
JK-15730,US-2017-153255,03-09-2017,07-09-2017,Second Class,September
VF-21715,CA-2017-138464,08-07-2017,12-07-2017,Standard Class,July     
TT-21070,CA-2014-164224,18-05-2014,20-05-2014,Second Class,May      
JE-15745,CA-2015-139731,15-10-2015,15-10-2015,Same Day,October  
DB-13270,US-2015-141453,30-11-2015,03-12-2015,Second Class,November 
RD-19585,CA-2017-131653,29-01-2017,05-02-2017,Standard Class,January  
JS-15685,CA-2017-104864,18-11-2017,23-11-2017,Second Class,November 
TP-21565,CA-2016-163328,04-11-2016,06-11-2016,Second Class,November 
RO-19780,US-2016-120929,18-03-2016,21-03-2016,Second Class,March    
CA-12775,US-2015-140200,26-07-2015,28-07-2015,First Class,July     
RD-19930,CA-2017-125115,10-04-2017,10-04-2017,Same Day,April    
ND-18370,CA-2017-128699,03-12-2017,05-12-2017,Second Class,December 
FH-14365,CA-2014-169684,20-10-2014,23-10-2014,First Class,October  
EB-14110,CA-2015-106257,13-04-2015,17-04-2015,Second Class,April    
PS-19045,CA-2014-136567,20-12-2014,21-12-2014,First Class,December 
MA-17560,CA-2016-128916,18-08-2016,20-08-2016,Second Class,August   
MH-18115,CA-2017-127026,21-01-2017,27-01-2017,Standard Class,January  
AB-10600,CA-2015-158323,30-11-2015,03-12-2015,First Class,November 
RP-19855,US-2014-157231,05-04-2014,09-04-2014,Standard Class,April    
ME-18010,CA-2017-148138,29-09-2017,03-10-2017,Standard Class,September
CK-12595,US-2016-167472,06-06-2016,07-06-2016,First Class,June     
VD-21670,CA-2015-118444,05-11-2015,09-11-2015,Standard Class,November 
BM-11650,CA-2017-167101,24-03-2017,28-03-2017,Second Class,March    
PR-18880,CA-2014-136861,05-09-2014,07-09-2014,First Class,September
CC-12670,CA-2016-167759,03-03-2016,08-03-2016,Second Class,March    
VG-21805,CA-2016-109911,12-05-2016,16-05-2016,Standard Class,May      
CC-12550,CA-2017-169901,15-06-2017,19-06-2017,Standard Class,June     
BK-11260,CA-2014-125612,03-08-2014,08-08-2014,Standard Class,August   
CC-12610,CA-2016-157707,10-10-2016,12-10-2016,First Class,October  
JB-16000,US-2017-159562,09-09-2017,15-09-2017,Standard Class,September
EB-13930,CA-2014-123400,02-02-2014,09-02-2014,Standard Class,February 
CM-12655,CA-2016-169026,08-08-2016,13-08-2016,Standard Class,August   
SW-20275,US-2014-100279,10-03-2014,14-03-2014,Standard Class,March    
MD-17350,CA-2014-143371,28-12-2014,03-01-2015,Standard Class,December 
NS-18505,CA-2017-153045,19-01-2017,24-01-2017,Second Class,January  
GM-14440,CA-2016-161025,03-12-2016,09-12-2016,Standard Class,December 
JE-15610,CA-2017-133263,31-03-2017,02-04-2017,Second Class,March    
AB-10165,US-2014-139500,16-11-2014,20-11-2014,Standard Class,November 
CD-12790,CA-2014-139857,02-02-2014,06-02-2014,Standard Class,February 
RD-19900,CA-2015-163440,22-03-2015,24-03-2015,First Class,March    
CD-11920,CA-2016-122017,29-12-2016,02-01-2017,Standard Class,December 
AS-10045,CA-2016-162901,28-03-2016,31-03-2016,First Class,March    
ES-14020,CA-2015-142433,20-04-2015,25-04-2015,Standard Class,April    
CC-12430,US-2016-148957,17-09-2016,23-09-2016,Standard Class,September
DH-13075,CA-2015-104941,13-06-2015,19-06-2015,Standard Class,June     
SC-20800,CA-2015-155761,11-12-2015,11-12-2015,Same Day,December 
FM-14380,CA-2016-146150,14-02-2016,19-02-2016,Standard Class,February 
BN-11515,CA-2017-131625,01-09-2017,05-09-2017,Second Class,September
JF-15490,CA-2017-159884,31-08-2017,05-09-2017,Standard Class,August   
CP-12085,CA-2015-145457,24-03-2015,27-03-2015,Second Class,March    
CM-12160,CA-2016-155530,17-12-2016,21-12-2016,Standard Class,December 
CM-12385,CA-2015-128027,14-09-2015,17-09-2015,Second Class,September
SC-20380,US-2016-149790,26-09-2016,01-10-2016,Standard Class,September
CD-12790,CA-2016-145135,26-11-2016,28-11-2016,First Class,November 
SF-20065,CA-2014-113383,10-09-2014,13-09-2014,First Class,September
MG-18205,CA-2017-115070,10-04-2017,14-04-2017,Second Class,April    
DA-13450,US-2014-138835,10-09-2014,14-09-2014,Standard Class,September
JO-15145,CA-2014-167486,27-11-2014,01-12-2014,Standard Class,November 
HA-14920,CA-2017-157651,10-12-2017,14-12-2017,Standard Class,December 
CM-12655,US-2016-113677,13-11-2016,19-11-2016,Standard Class,November 
DR-12940,CA-2014-100881,28-03-2014,01-04-2014,Standard Class,March    
BH-11710,CA-2016-112123,03-03-2016,08-03-2016,Standard Class,March    
GM-14500,CA-2015-127173,26-09-2015,03-10-2015,Standard Class,September
CK-12205,CA-2016-112256,23-07-2016,28-07-2016,Standard Class,July     
LB-16795,CA-2016-124583,01-09-2016,03-09-2016,Second Class,September
RA-19915,CA-2015-130792,28-04-2015,05-05-2015,Standard Class,April    
RA-19885,CA-2014-129091,22-11-2014,27-11-2014,Standard Class,November 
HG-14845,CA-2017-122763,20-03-2017,20-03-2017,Same Day,March    
JG-15805,CA-2014-151001,05-04-2014,07-04-2014,First Class,April    
JL-15835,US-2017-161935,14-07-2017,18-07-2017,Standard Class,July     
DW-13585,US-2017-126060,14-04-2017,18-04-2017,Standard Class,April    
CC-12370,US-2017-155866,17-11-2017,21-11-2017,Standard Class,November 
KC-16675,CA-2017-123687,26-05-2017,29-05-2017,First Class,May      
DO-13645,CA-2017-165008,15-09-2017,17-09-2017,Second Class,September
BF-10975,CA-2015-116260,06-07-2015,12-07-2015,Standard Class,July     
AR-10405,US-2017-134481,27-08-2017,01-09-2017,Standard Class,August   
RM-19675,CA-2014-166989,14-11-2014,18-11-2014,Standard Class,November 
TH-21100,CA-2017-161809,20-01-2017,26-01-2017,Standard Class,January  
HD-14785,CA-2015-162376,22-11-2015,25-11-2015,Second Class,November 
DK-13090,CA-2017-124940,21-02-2017,26-02-2017,Standard Class,February 
PW-19030,CA-2017-156272,21-03-2017,27-03-2017,Standard Class,March    
BG-11035,CA-2016-134110,17-11-2016,18-11-2016,First Class,November 
RO-19780,CA-2015-155600,04-12-2015,07-12-2015,Second Class,December 
AG-10675,US-2017-104094,07-09-2017,11-09-2017,Standard Class,September
DW-13480,CA-2016-151141,20-08-2016,23-08-2016,First Class,August   
TB-21055,CA-2016-111682,17-06-2016,18-06-2016,First Class,June     
MD-17860,CA-2017-153654,24-11-2017,26-11-2017,Second Class,November 
CS-12175,CA-2016-157714,26-09-2016,01-10-2016,Second Class,September
CS-11845,CA-2017-147452,30-09-2017,03-10-2017,First Class,September
LB-16735,CA-2017-154088,12-11-2017,17-11-2017,Standard Class,November 
JM-15655,CA-2017-115931,22-12-2017,26-12-2017,Standard Class,December 
MS-17770,US-2016-144547,10-11-2016,14-11-2016,Standard Class,November 
DL-12865,CA-2015-156524,20-11-2015,26-11-2015,Standard Class,November 
KD-16270,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,November 
GT-14710,CA-2017-126956,21-08-2017,28-08-2017,Standard Class,August   
GT-14710,CA-2016-126795,13-06-2016,16-06-2016,Second Class,June     
LC-16870,CA-2017-113705,27-03-2017,29-03-2017,Second Class,March    
CL-12565,CA-2014-127936,02-09-2014,04-09-2014,First Class,September
GA-14515,CA-2017-138870,19-06-2017,23-06-2017,Standard Class,June     
JD-16150,US-2015-163279,22-03-2015,26-03-2015,Standard Class,March    
SV-20785,CA-2017-151176,13-02-2017,20-02-2017,Standard Class,February 
JF-15355,CA-2017-141103,30-07-2017,06-08-2017,Standard Class,July     
DK-13090,CA-2017-100622,03-11-2017,07-11-2017,Standard Class,November 
EB-14170,CA-2015-148705,12-03-2015,18-03-2015,Standard Class,March    
TM-21010,CA-2015-102015,12-09-2015,18-09-2015,Standard Class,September
TZ-21580,CA-2017-101665,25-11-2017,01-12-2017,Standard Class,November 
EL-13735,CA-2017-150707,14-10-2017,19-10-2017,Standard Class,October  
PG-18895,CA-2015-134117,17-12-2015,19-12-2015,Second Class,December 
MH-17455,US-2016-143448,10-12-2016,10-12-2016,Same Day,December 
SF-20200,CA-2015-153108,05-03-2015,09-03-2015,Standard Class,March    
SF-20965,CA-2017-139311,11-08-2017,13-08-2017,First Class,August   
TB-21355,CA-2016-154711,22-11-2016,26-11-2016,Standard Class,November 
TW-21025,CA-2015-137113,01-12-2015,05-12-2015,Second Class,December 
DW-13195,CA-2014-123477,18-01-2014,21-01-2014,Second Class,January  
