order_id,product_id,sales,quantity,profit,discount
CA-2017-105333,OFF-ST-10002182,83.6,4,1.7,0
CA-2017-123491,OFF-LA-10003077,43.9,6,20.6,0
CA-2015-154795,OFF-EN-10003068,7.9,1,2.8,0.2
CA-2015-122287,OFF-BI-10004656,4.5,7,-3.3,0.7
CA-2017-100384,OFF-AR-10003514,35.8,9,11.8,0
CA-2016-121671,OFF-PA-10001892,7.6,1,3.7,0
US-2017-141558,FUR-TA-10004086,154.8,3,-46.4,0.4
CA-2015-167255,OFF-PA-10002377,146.8,3,73.4,0
US-2017-129203,OFF-ST-10001418,195.1,4,-43.9,0.2
CA-2017-165757,OFF-BI-10003982,31.2,5,-23.9,0.7
US-2015-123960,FUR-FU-10004666,29.2,2,10.8,0
US-2014-135881,OFF-AP-10002118,208.2,1,56.2,0
US-2015-111927,OFF-BI-10002571,20,2,9.4,0
CA-2016-147137,FUR-BO-10001811,1279.2,5,225.7,0.15
CA-2015-110947,OFF-BI-10001670,113.1,3,56.6,0
CA-2015-161263,TEC-PH-10002115,118.8,3,-27.7,0.4
CA-2017-150910,TEC-AC-10001013,46.9,2,7.6,0.2
CA-2014-140403,FUR-CH-10002774,122.4,3,13.8,0.2
CA-2014-134572,OFF-ST-10004634,44.8,5,5.6,0.2
CA-2015-144267,OFF-PA-10001947,23.9,4,11.7,0
CA-2017-117044,OFF-PA-10003657,20.5,6,6.4,0.2
CA-2014-142965,OFF-ST-10002583,26,1,-5.2,0.2
CA-2017-120761,TEC-AC-10000171,92,4,39.5,0
CA-2016-159730,FUR-CH-10004875,113.9,2,10,0.2
CA-2015-123155,TEC-AC-10002473,113.5,5,29.8,0.2
US-2015-126753,OFF-BI-10003727,3.8,3,-2.8,0.7
CA-2017-143665,OFF-PA-10003673,20.3,3,9.4,0
CA-2017-164826,TEC-PH-10000347,14.9,3,4,0
CA-2017-163069,OFF-AR-10001419,9.9,3,1.2,0.2
CA-2015-161998,OFF-AR-10004022,172.7,6,10.8,0.2
US-2014-155502,OFF-ST-10004337,489.9,8,0,0
CA-2016-140382,OFF-ST-10003638,93.7,4,25.3,0
US-2016-108637,FUR-FU-10004864,127.9,2,40.9,0
US-2017-130953,TEC-PH-10003012,462,3,134,0
CA-2014-112403,OFF-BI-10003529,0.9,1,-0.6,0.7
CA-2015-166219,TEC-PH-10004165,1100,5,82.5,0.2
US-2014-105767,TEC-PH-10003092,55.2,2,-10.1,0.4
CA-2014-122070,OFF-EN-10004773,247.8,8,121.4,0
CA-2014-103310,OFF-PA-10004353,40,2,19.2,0
CA-2017-121048,OFF-BI-10004022,4.4,2,1.4,0.2
CA-2015-139290,OFF-LA-10004008,5.8,2,2.6,0
CA-2014-134551,FUR-CH-10004287,662.9,3,74.6,0.2
CA-2015-146038,FUR-CH-10002774,203.9,5,22.9,0.2
CA-2016-121034,OFF-PA-10001994,54,3,17.5,0.2
CA-2016-108882,TEC-PH-10002726,377.9,9,141.7,0.2
CA-2015-126669,OFF-PA-10001357,76.6,2,26.8,0.2
CA-2015-100454,FUR-BO-10001519,186,4,9.3,0.2
CA-2017-103478,OFF-BI-10004224,94.2,7,-164.8,0.8
CA-2016-100993,OFF-ST-10004340,186.5,3,50.4,0
CA-2015-160472,OFF-ST-10003442,141.4,5,38.2,0
CA-2016-122511,FUR-FU-10001037,30.3,4,9.5,0.2
CA-2015-158421,OFF-PA-10001801,23.9,4,11.7,0
CA-2017-141117,OFF-AR-10003727,95.1,7,10.7,0.2
CA-2017-141614,OFF-PA-10002787,20.7,4,7.3,0.2
CA-2015-108119,FUR-TA-10002530,302,2,45.3,0
CA-2015-157322,OFF-PA-10000659,11.2,2,3.8,0.2
CA-2015-151547,OFF-SU-10000898,89,8,10,0.2
CA-2017-149720,FUR-FU-10002501,30.3,6,-17.4,0.6
US-2016-114013,OFF-ST-10003641,126.1,2,-28.4,0.2
CA-2015-158792,OFF-FA-10002815,22.2,5,10.4,0
CA-2016-134544,TEC-PH-10003800,84.8,2,-20.1,0.2
CA-2015-149636,OFF-BI-10002764,1.9,2,-1.4,0.7
US-2016-146570,OFF-BI-10001718,511.8,8,240.6,0
CA-2016-124352,OFF-LA-10003223,29.5,6,14.4,0
CA-2014-131541,FUR-FU-10003623,129.9,6,13,0.2
CA-2016-162390,OFF-BI-10004318,968.7,7,314.8,0.2
CA-2015-154144,OFF-PA-10004071,55.5,1,26.6,0
CA-2016-135965,OFF-ST-10002370,128.3,6,37.2,0
US-2017-105046,TEC-PH-10004536,270,2,67.5,0
CA-2017-135377,FUR-BO-10004015,288,3,7.2,0.2
CA-2014-110786,TEC-MA-10003183,768,6,288,0.2
CA-2016-110023,OFF-BI-10001036,14.6,2,5.5,0.2
CA-2015-117884,TEC-AC-10002567,447.9,7,89.6,0.2
CA-2017-104850,FUR-CH-10003774,291.1,4,-25.5,0.2
CA-2017-129294,OFF-BI-10004236,70.5,6,22.9,0.2
CA-2017-130036,OFF-PA-10000528,12.7,3,4,0.2
CA-2017-168109,TEC-AC-10002049,1687.8,4,742.6,0
CA-2015-162761,OFF-BI-10000145,1.9,2,-1.3,0.7
US-2015-159513,TEC-MA-10003329,72,3,24.3,0.2
CA-2014-110408,FUR-CH-10003774,545.9,6,71,0
US-2016-103646,OFF-BI-10002854,44.8,8,-67.3,0.8
US-2014-112991,FUR-CH-10001708,338.4,3,4.2,0.2
US-2017-161193,FUR-FU-10000206,4.7,2,1.6,0.2
CA-2017-143798,OFF-PA-10000788,10.4,2,3.6,0.2
CA-2015-162964,OFF-EN-10003055,223.9,7,70,0.2
US-2014-127978,OFF-ST-10002486,44.7,8,-10.1,0.2
US-2015-156867,FUR-FU-10004006,102.4,3,-3.8,0.2
CA-2016-158841,FUR-FU-10001731,18.7,7,7.1,0
CA-2015-147788,FUR-BO-10004357,1406.9,7,140.7,0
CA-2017-152198,OFF-BI-10003669,4.9,3,-3.6,0.7
CA-2014-158771,OFF-LA-10001641,9.5,3,4.5,0
CA-2017-161774,OFF-AR-10001446,46.2,5,5.8,0.2
CA-2016-147417,TEC-CO-10001449,1440,4,192,0.4
CA-2017-121216,OFF-PA-10004519,28.7,8,10.4,0.2
CA-2016-155747,FUR-TA-10003392,337.2,2,-118,0.4
CA-2017-158120,OFF-PA-10003205,19.6,3,6.6,0.2
CA-2014-127446,OFF-PA-10000955,15.7,3,5.1,0.2
CA-2014-140858,OFF-PA-10003395,335.5,4,117.4,0.2
US-2016-115819,OFF-PA-10002377,22.7,4,10.2,0
CA-2014-160766,TEC-MA-10003979,2800,4,1372,0
CA-2014-163468,FUR-FU-10001546,8.5,2,-7.5,0.6
CA-2016-157161,OFF-AR-10003338,22.3,3,5.6,0
CA-2017-150266,OFF-AR-10001761,18.7,4,3.7,0.2
CA-2015-159380,OFF-PA-10004239,25.7,6,11.6,0
CA-2014-138240,OFF-AR-10002135,144.6,3,41.9,0
CA-2017-160927,OFF-PA-10003848,13,2,6.2,0
CA-2017-112536,OFF-ST-10004835,8.9,2,0.7,0.2
CA-2015-102015,OFF-PA-10002464,28.9,5,14.2,0
US-2016-103674,TEC-PH-10002496,249.6,2,31.2,0.2
US-2016-153815,OFF-PA-10004071,88.8,2,31.1,0.2
CA-2016-116603,OFF-AP-10002892,46,2,13.8,0
CA-2016-165218,OFF-ST-10001558,13,1,-0.8,0.2
CA-2017-140151,TEC-CO-10004722,14000,4,6720,0
US-2015-110163,OFF-AR-10001683,7.9,1,1.8,0.2
CA-2014-167997,OFF-BI-10001758,10.7,2,5,0
CA-2014-107398,OFF-BI-10002103,20.9,8,-16.7,0.7
US-2014-105137,OFF-BI-10002429,18.3,2,-13.4,0.7
CA-2017-162572,TEC-AC-10003628,120,5,36,0.2
CA-2016-105732,OFF-PA-10002250,17.6,3,8.5,0
CA-2017-147844,OFF-PA-10003016,15.7,5,7.1,0
CA-2014-168305,OFF-PA-10004947,21.4,5,9.6,0
US-2017-147669,TEC-AC-10002473,158.9,7,41.7,0.2
CA-2016-101161,OFF-ST-10003123,99.9,3,24,0
CA-2016-118626,TEC-PH-10000369,705.5,7,70.6,0.2
US-2017-164147,OFF-PA-10002377,78.3,2,29.4,0.2
CA-2015-123092,FUR-FU-10000222,78,3,12.7,0.2
CA-2014-126361,OFF-PA-10000806,447.8,8,219.4,0
CA-2015-111948,OFF-AP-10002311,123.9,2,46.8,0.1
CA-2015-110863,OFF-ST-10002756,541.2,4,5.4,0
CA-2016-128412,OFF-AP-10000252,35.1,3,12.3,0
CA-2017-131282,OFF-BI-10004632,244,4,-427,0.8
CA-2017-164168,TEC-AC-10004568,44.8,2,-0.6,0.2
CA-2017-137428,OFF-BI-10002949,24.3,5,8.2,0.2
US-2017-139647,FUR-BO-10004467,210,7,-357,0.7
US-2016-161396,OFF-PA-10000418,419.4,5,146.8,0.2
CA-2015-106187,FUR-FU-10000794,27.4,3,9.3,0
CA-2014-139542,TEC-AC-10001553,40.8,3,0.5,0.2
US-2017-120089,OFF-AP-10003779,663.9,4,83,0.2
CA-2015-112305,FUR-FU-10002364,22.1,3,6.4,0
CA-2016-132829,TEC-PH-10004912,131.9,3,14.8,0.2
US-2016-103646,OFF-ST-10000563,102.3,4,-12.8,0.2
CA-2015-125934,OFF-AP-10003860,111,4,30,0
CA-2016-168046,FUR-FU-10000747,46,1,7.8,0
CA-2017-133046,FUR-FU-10001940,23.9,3,10.5,0
CA-2017-157854,OFF-BI-10001359,2691,3,1264.8,0
CA-2015-115392,TEC-PH-10002496,312,2,93.6,0
CA-2016-162187,OFF-AP-10000576,387.1,4,24.2,0.2
CA-2017-112515,OFF-BI-10004233,25.6,2,9,0.2
CA-2017-132234,FUR-FU-10001290,547.3,13,175.1,0
US-2014-154879,OFF-AR-10001897,107.9,6,30.2,0
CA-2017-112725,FUR-CH-10000863,120.8,1,-13.6,0.2
CA-2017-126550,OFF-ST-10001031,81.4,5,21.2,0
CA-2016-169663,TEC-AC-10003038,26.9,3,5.1,0
US-2014-117163,FUR-TA-10003469,333,3,-16.7,0.2
CA-2014-114321,OFF-BI-10001359,897,1,421.6,0
CA-2017-118773,OFF-AP-10000055,13,2,-32.5,0.8
CA-2017-161592,OFF-BI-10003669,8.1,5,-5.9,0.7
CA-2015-119291,OFF-LA-10003510,97.7,4,31.8,0.2
US-2014-104759,TEC-AC-10004901,80,2,14,0.2
CA-2015-143077,FUR-FU-10003535,21.9,2,-10.4,0.6
US-2016-108504,OFF-EN-10003001,168,2,78.9,0
CA-2017-141929,OFF-ST-10002974,217.9,5,65.4,0
CA-2017-136448,TEC-AC-10001109,72,3,19.8,0.2
CA-2016-140928,FUR-TA-10001095,383.4,4,-167.3,0.45
CA-2014-120775,OFF-BI-10002609,1.8,3,-3,0.8
CA-2016-139010,OFF-BI-10000174,18.6,4,6.5,0.2
CA-2014-160276,FUR-FU-10003192,177.7,2,46.2,0
CA-2017-101805,FUR-FU-10000023,70.7,12,31.1,0
CA-2015-137708,OFF-PA-10000327,42.8,10,19.3,0
CA-2014-167199,OFF-FA-10001883,31.1,4,0.3,0
CA-2017-160633,TEC-CO-10002095,900,3,75,0.4
CA-2017-149559,FUR-CH-10002320,2054.3,8,256.8,0.2
CA-2015-121720,FUR-CH-10003312,1123.9,5,-182.6,0.2
CA-2014-129189,OFF-EN-10003567,87.9,5,29.7,0.2
CA-2017-150602,FUR-FU-10003142,21.1,4,6.5,0
CA-2016-113061,FUR-FU-10003975,86.6,2,8.7,0
CA-2017-127922,OFF-PA-10001204,8.4,2,2.6,0.2
CA-2016-124681,TEC-AC-10000487,15.6,3,3.3,0.2
CA-2017-125472,OFF-BI-10000591,3.9,1,1.9,0
US-2014-122959,OFF-BI-10003650,210.4,2,-336.6,0.8
US-2014-126340,TEC-PH-10004447,333.6,3,25,0.2
CA-2016-127649,TEC-MA-10001972,837.6,3,62.8,0.2
CA-2017-168739,FUR-FU-10003919,65.4,4,-52.3,0.6
CA-2016-154067,OFF-PA-10002254,105.5,4,48.5,0
CA-2017-105669,TEC-PH-10002415,1415.8,6,88.5,0.2
US-2015-138121,FUR-FU-10002116,212.1,3,14.8,0
CA-2017-156951,OFF-BI-10001107,81.1,7,27.4,0.2
CA-2014-111899,OFF-AR-10001725,37.8,2,2.8,0.2
US-2017-131583,OFF-PA-10000380,40,6,15,0.2
CA-2015-113173,OFF-ST-10000604,250.3,9,15.6,0.2
CA-2015-155306,OFF-AR-10003251,5.6,2,2.2,0
CA-2017-164364,OFF-AR-10000315,9.2,3,2.3,0
US-2017-129441,FUR-FU-10000448,47.9,3,2.4,0
CA-2016-159639,FUR-FU-10001889,31.6,3,10.4,0
CA-2017-158071,OFF-ST-10001228,15.6,1,3.9,0
CA-2017-135860,OFF-FA-10000134,52.3,9,16.2,0
CA-2015-162607,OFF-BI-10002949,14.6,3,4.9,0.2
CA-2017-131016,OFF-AR-10000122,8.9,2,0.6,0.2
CA-2017-111738,OFF-BI-10004584,2022.3,8,682.5,0.2
CA-2016-160241,FUR-FU-10003806,242.2,4,-302.7,0.6
CA-2015-163055,OFF-ST-10002485,22,1,0.2,0
CA-2015-132388,OFF-LA-10000414,31.1,3,14.9,0
CA-2015-103835,OFF-AP-10002651,1158.1,4,335.9,0
CA-2014-114335,FUR-FU-10000277,337.1,4,16.9,0.2
CA-2016-142405,OFF-LA-10004093,14.6,2,6.9,0
CA-2016-112893,OFF-BI-10004654,55.4,4,18.7,0.2
CA-2017-128755,OFF-PA-10000726,9.1,1,4.1,0
CA-2014-133690,OFF-AP-10003622,2.6,1,0.3,0.2
CA-2017-131695,FUR-FU-10002045,22.2,1,9.8,0
CA-2014-105648,FUR-TA-10002958,626.4,3,-23.5,0.2
CA-2014-148761,OFF-BI-10000666,91.7,3,45.8,0
CA-2014-160766,OFF-EN-10001099,68.5,7,31.5,0
CA-2014-138100,FUR-FU-10002456,14.6,2,6.3,0
CA-2015-158421,OFF-ST-10004186,887.8,8,17.8,0
CA-2017-109701,OFF-BI-10000632,69.5,2,22.6,0.2
US-2016-152051,OFF-ST-10001713,254.4,6,-50.9,0.2
US-2016-113649,TEC-PH-10002350,44.8,2,4.5,0.2
CA-2015-124800,OFF-AP-10004980,60.7,2,14.4,0.2
CA-2017-121853,FUR-CH-10003973,594.8,2,59.5,0.2
CA-2016-145303,OFF-BI-10002414,10,4,-16.5,0.8
CA-2017-163006,FUR-FU-10003799,14.2,2,-10.3,0.6
CA-2016-165848,OFF-PA-10000349,14.9,3,7,0
CA-2016-112123,OFF-BI-10001071,447.9,7,219.5,0
CA-2017-151008,TEC-PH-10002807,126.6,4,47.5,0.2
US-2015-122784,FUR-BO-10002545,913.4,5,-52.2,0.3
CA-2015-135174,TEC-PH-10001530,1023,5,-255.7,0.4
CA-2014-164210,OFF-PA-10002259,35.8,4,12.5,0.2
CA-2017-124828,OFF-AR-10003514,9.6,3,1.6,0.2
CA-2016-109827,TEC-AC-10004353,100.8,2,21.4,0.2
CA-2017-132199,FUR-FU-10004245,32.4,2,7.3,0.2
CA-2014-118976,OFF-BI-10001628,20.9,2,9.4,0
US-2017-120418,OFF-AR-10001955,15.9,1,2,0.2
CA-2017-104906,OFF-PA-10001184,17.9,3,8.8,0
CA-2014-165309,OFF-PA-10001033,262.3,8,95.1,0.2
CA-2017-145093,OFF-BI-10001116,2.1,2,-3.4,0.8
CA-2016-101791,OFF-ST-10001496,1297.4,9,97.3,0.2
CA-2015-112130,TEC-AC-10001542,27.6,3,-0.3,0.2
CA-2017-167913,OFF-LA-10002787,26.3,7,12.6,0
CA-2017-130141,OFF-BI-10000831,3.2,4,-2.5,0.7
CA-2014-168984,TEC-PH-10000038,438.3,4,-87.7,0.2
CA-2014-116407,OFF-PA-10002137,24.9,4,7.8,0.2
CA-2017-113481,OFF-BI-10000474,28.9,6,-21.2,0.7
CA-2014-135993,TEC-PH-10001552,57.4,6,5.7,0.2
US-2014-148838,OFF-PA-10002960,34.9,7,16.4,0
US-2017-117331,OFF-BI-10003984,8.6,1,-6.6,0.7
CA-2015-109862,TEC-PH-10004042,159,1,41.3,0
CA-2016-164784,FUR-TA-10004534,370.6,3,-142.1,0.4
CA-2017-160927,FUR-FU-10000010,14.9,3,4.6,0
CA-2014-119375,OFF-AR-10003752,57.8,5,26.6,0
CA-2017-165841,TEC-PH-10002103,282,3,79,0
CA-2017-145884,TEC-PH-10000895,1439.9,8,374.4,0
CA-2017-152933,TEC-AC-10003033,791.9,3,128.7,0.2
US-2016-137295,OFF-AR-10001955,47.6,3,6,0.2
CA-2016-112256,OFF-AR-10001216,4.4,2,0.3,0.2
CA-2015-112823,TEC-AC-10002550,25.5,2,4.5,0.2
US-2014-122021,OFF-PA-10002230,8,2,2.9,0.2
CA-2014-106054,OFF-AR-10002399,12.8,3,5.2,0
CA-2017-156769,OFF-AR-10003179,54.7,6,18,0
CA-2015-145324,FUR-FU-10002759,40,2,14.4,0
CA-2017-117695,OFF-PA-10002713,13.8,2,6.3,0
CA-2017-151218,OFF-ST-10004835,4.5,1,0.3,0.2
CA-2016-127208,OFF-BI-10002309,16.7,3,8,0
CA-2015-116687,OFF-LA-10000443,8.9,3,3,0.2
CA-2015-162201,OFF-PA-10001215,42.2,10,13.2,0.2
CA-2017-105543,OFF-ST-10003123,33.3,1,8,0
CA-2016-139556,FUR-CH-10004983,434.6,3,62.8,0.1
CA-2016-165330,FUR-TA-10004619,892.1,7,111.5,0.2
US-2014-119081,OFF-BI-10004519,332,2,149.4,0
CA-2014-122567,OFF-AP-10001303,8,2,-13.9,0.8
CA-2014-145387,FUR-TA-10003238,385.7,1,-60.6,0.3
CA-2014-140473,TEC-CO-10004202,720,3,135,0.2
CA-2014-158470,OFF-BI-10003638,58.1,3,26.7,0
CA-2017-102099,OFF-AR-10003811,6.6,3,1.8,0
US-2015-126977,OFF-PA-10004071,111,2,53.3,0
CA-2016-120824,FUR-FU-10001424,7,2,-4.5,0.6
CA-2014-153969,OFF-PA-10000327,38.5,9,17.3,0
US-2016-168620,OFF-BI-10001575,27.9,3,-20.4,0.7
US-2014-151015,OFF-PA-10001184,19.1,4,6.9,0.2
CA-2017-157966,TEC-CO-10001449,960,2,336,0.2
CA-2016-158302,OFF-PA-10002615,10.6,3,3.4,0.2
CA-2016-120824,OFF-AR-10003469,11.3,8,3.9,0.2
CA-2015-112130,OFF-ST-10000563,76.8,3,-9.6,0.2
CA-2017-163874,OFF-BI-10000088,26.4,3,9.6,0.2
CA-2017-132178,OFF-ST-10000025,763.4,8,45.8,0
CA-2017-112725,OFF-AR-10003759,12.7,7,5.7,0
CA-2014-118276,FUR-FU-10002111,8.7,3,-4.8,0.6
CA-2017-138464,OFF-AR-10003560,18.2,3,6.2,0
US-2015-126977,TEC-PH-10002170,210,3,58.8,0
CA-2015-164882,FUR-CH-10004218,323.1,4,20.2,0.2
US-2014-131870,OFF-AR-10000634,30.8,9,2.7,0.2
CA-2017-115882,OFF-PA-10001125,74.4,3,23.2,0.2
US-2015-120502,OFF-AP-10004980,75.8,2,29.6,0
US-2015-120161,OFF-ST-10001809,646.8,9,-145.5,0.2
CA-2014-165309,TEC-PH-10003505,148.5,2,16.7,0.2
CA-2015-127607,OFF-BI-10001308,2.5,2,-4.4,0.8
CA-2017-103380,OFF-FA-10004248,9,2,3.5,0
CA-2017-139311,OFF-BI-10004209,12.9,8,-22.5,0.8
CA-2017-122595,FUR-FU-10002963,2,1,-1.3,0.6
CA-2017-100811,OFF-PA-10001204,8.4,2,2.6,0.2
US-2014-164644,OFF-ST-10003123,26.6,1,1.3,0.2
CA-2015-138492,OFF-ST-10002583,52,2,-10.4,0.2
CA-2015-117828,OFF-AP-10001563,194.3,4,56.4,0
CA-2017-134838,FUR-FU-10004018,44.7,3,12.1,0
CA-2017-130106,OFF-AR-10003732,2.8,1,0.7,0
CA-2014-101931,OFF-SU-10000646,480.7,2,14.4,0
CA-2015-107083,OFF-AP-10004136,24.6,3,-67.6,0.8
CA-2015-139850,FUR-FU-10003623,43.3,2,4.3,0.2
CA-2017-125388,FUR-FU-10004712,56.6,4,14.7,0
CA-2014-103492,OFF-BI-10004140,0.9,1,-1.6,0.8
CA-2015-129525,OFF-BI-10002133,166.9,13,-116.8,0.7
US-2015-156797,TEC-PH-10004614,138,2,34.5,0
CA-2017-167542,OFF-LA-10004093,17.5,3,5.9,0.2
CA-2014-144624,TEC-PH-10002885,4548.8,7,1228.2,0
US-2015-123218,TEC-PH-10001061,160,2,12,0.2
US-2015-127040,OFF-PA-10001184,41.9,7,20.5,0
CA-2016-163972,FUR-BO-10003894,120.7,2,21.3,0.15
CA-2016-141397,OFF-BI-10000320,17.7,3,6.4,0.2
CA-2016-106243,FUR-BO-10003034,523.9,5,-26.2,0.2
CA-2014-106810,FUR-FU-10004306,310.9,2,23.3,0.2
CA-2015-111017,OFF-SU-10002573,52.6,3,15.8,0
US-2017-102288,OFF-AP-10004655,2.3,1,-5.2,0.8
CA-2017-159457,TEC-PH-10002185,16.7,3,5.2,0.2
CA-2014-131926,OFF-PA-10004082,47.9,6,23.9,0
US-2016-115819,OFF-AR-10000823,5.5,3,1.5,0
CA-2017-117023,OFF-AR-10004062,104.8,10,26.2,0
CA-2015-142475,OFF-BI-10003718,590.4,6,206.6,0.2
US-2016-150861,OFF-ST-10004634,33.6,3,10.1,0
CA-2015-119214,OFF-LA-10003077,14.6,2,6.9,0
CA-2017-122154,OFF-LA-10000121,15.1,3,4.9,0.2
CA-2014-127964,OFF-BI-10003429,25.3,5,9.2,0.2
CA-2017-135069,OFF-AP-10000026,195.1,4,21.9,0.2
CA-2017-140186,FUR-FU-10004848,51.8,1,15.5,0
CA-2014-103940,OFF-BI-10002735,137.2,5,46.3,0.2
CA-2016-113803,OFF-PA-10001994,22.5,1,10.3,0
CA-2017-117485,TEC-AC-10004659,292,4,102.2,0
CA-2016-156251,FUR-BO-10001337,242,2,24.2,0
CA-2016-103730,OFF-EN-10002500,115,9,51.8,0
US-2017-132927,OFF-BI-10001116,11.1,7,-8.1,0.7
CA-2016-111143,OFF-AP-10001947,55,3,15.9,0
CA-2017-146360,TEC-AC-10003590,155.3,6,55.9,0
CA-2015-121405,TEC-PH-10002890,181,5,13.6,0.2
CA-2017-133046,OFF-PA-10003883,26.2,4,12.1,0
US-2014-159618,OFF-PA-10004100,36.3,7,12.7,0.2
US-2016-114230,OFF-ST-10000876,39.8,4,4,0.2
CA-2016-148852,OFF-PA-10001293,45.4,7,21.8,0
CA-2014-109218,OFF-AR-10001374,32.4,5,10.4,0
CA-2016-168753,OFF-BI-10002557,22.8,5,11.4,0
CA-2015-108259,FUR-FU-10000023,4.7,1,1.4,0.2
US-2015-126753,OFF-PA-10002787,10.4,2,3.6,0.2
US-2016-100720,TEC-PH-10003963,494.4,4,-115.4,0.4
CA-2014-110065,OFF-AR-10004165,16,7,7,0
CA-2017-115931,TEC-PH-10001300,67,4,6.7,0.2
CA-2017-154676,OFF-ST-10001172,151.1,9,7.6,0.2
CA-2017-109960,OFF-BI-10001636,33.7,4,15.5,0
CA-2017-127474,FUR-FU-10004597,22.2,1,-26.1,0.6
CA-2017-124205,OFF-ST-10000934,82,2,0,0
CA-2014-124513,OFF-AR-10002956,66,3,17.2,0
CA-2015-145352,OFF-BI-10003527,6355,5,3177.5,0
US-2017-118087,FUR-FU-10001867,17,2,1.7,0.2
CA-2017-149888,FUR-TA-10000849,350.4,4,-140.1,0.4
CA-2016-107104,OFF-AP-10000055,65,2,19.5,0
CA-2015-161214,OFF-ST-10001328,77.6,5,21.7,0
CA-2017-113474,OFF-EN-10004206,325.9,2,149.9,0
US-2017-163790,FUR-FU-10002508,25,3,10.5,0
CA-2015-140984,OFF-ST-10000585,991.2,6,257.7,0
CA-2014-166954,OFF-AP-10001391,270.7,3,78.5,0
CA-2014-110786,OFF-BI-10003305,14.4,3,4.7,0.2
US-2016-131611,OFF-BI-10004364,3.6,3,-6.2,0.8
CA-2017-155880,FUR-CH-10000422,91,1,14.6,0
CA-2016-142398,FUR-CH-10001545,638.3,7,-31.9,0.2
CA-2015-151589,OFF-PA-10003228,195.6,4,92,0
CA-2017-161655,OFF-BI-10002082,299.5,9,149.8,0
CA-2016-104150,TEC-AC-10004803,167.3,12,23.4,0
CA-2016-104157,OFF-ST-10000321,7.9,1,0.3,0
CA-2016-146941,OFF-ST-10001228,80.6,6,22.6,0
CA-2014-103058,TEC-AC-10001314,100,2,8,0
US-2017-105046,OFF-PA-10004353,99.9,5,48,0
CA-2016-150350,OFF-AP-10001492,43.1,5,11.2,0
CA-2016-149783,OFF-AP-10001205,87.2,2,8.7,0.2
CA-2017-119284,OFF-PA-10000312,91.4,5,29.7,0.2
CA-2016-140130,OFF-AR-10004269,12.4,3,3.5,0
CA-2016-116596,OFF-FA-10000134,40.7,7,12.6,0
CA-2017-109393,FUR-BO-10003966,436,3,5.1,0.15
US-2015-150630,OFF-AR-10004042,86.3,6,9.7,0.2
CA-2015-115742,OFF-BI-10004410,38.2,6,18,0
US-2016-127334,OFF-AP-10001205,87.2,2,8.7,0.2
US-2016-169369,OFF-PA-10004438,49.1,4,23.1,0
CA-2014-121006,OFF-ST-10001490,535.4,3,160.6,0
CA-2017-157987,TEC-AC-10000109,168,3,40.3,0
US-2017-129777,TEC-AC-10003590,258.9,10,93.2,0
CA-2016-136322,OFF-BI-10004817,28.8,8,-21.1,0.7
CA-2017-112536,OFF-BI-10003712,6.9,7,-10.7,0.8
CA-2017-117667,FUR-CH-10004540,240,10,-10.3,0.3
CA-2016-141887,FUR-FU-10002268,55,14,8.9,0.2
CA-2016-113978,OFF-AP-10003849,286.3,1,17.9,0.2
CA-2015-118871,FUR-FU-10002111,36.4,5,13.8,0
CA-2016-152289,FUR-CH-10002126,1024.7,6,-29.3,0.3
CA-2014-124737,FUR-FU-10003274,4.2,3,1.3,0.2
US-2016-160528,FUR-FU-10004973,22.6,3,-10.2,0.6
US-2015-163825,OFF-BI-10003527,3050.4,3,1143.9,0.2
CA-2015-162761,OFF-AR-10001761,37.4,8,7.5,0.2
CA-2014-111150,TEC-AC-10000290,47.5,7,16.2,0
CA-2017-145702,FUR-CH-10001482,314.4,3,-35.4,0.2
CA-2016-146157,TEC-AC-10003657,81.6,3,2,0.2
CA-2016-163398,OFF-AP-10002403,26.4,3,-71.3,0.8
CA-2014-123225,OFF-PA-10000552,10.4,2,3.6,0.2
CA-2017-150931,OFF-BI-10004728,33.7,7,15.5,0
US-2015-134026,FUR-FU-10003708,97,2,1.2,0.2
CA-2016-147137,OFF-ST-10002486,27.9,4,0.6,0
CA-2017-115154,FUR-TA-10001950,893,2,80.4,0
CA-2017-106432,FUR-BO-10004360,328.4,3,-91.8,0.32
CA-2014-100860,OFF-LA-10001982,18.8,5,9,0
CA-2014-153850,FUR-FU-10002960,35.2,7,9.7,0.2
CA-2015-154326,TEC-AC-10004568,140,5,26.6,0
CA-2017-119004,OFF-AR-10000390,3.3,1,1.1,0.2
CA-2016-112830,FUR-FU-10004306,466.3,3,35,0.2
US-2016-155404,FUR-FU-10004586,13.3,2,6.4,0
US-2016-132423,OFF-FA-10002988,8,5,2.9,0.2
CA-2017-127306,OFF-BI-10003727,2.5,2,-1.8,0.7
CA-2014-128146,OFF-AR-10001919,3.8,2,1.1,0
CA-2014-119151,FUR-BO-10003159,276,3,-37.9,0.2
US-2016-132577,OFF-LA-10000262,2.1,1,0.7,0.2
US-2017-127719,OFF-PA-10001934,6.5,1,3.2,0
CA-2016-142594,TEC-PH-10000193,137.9,3,35.9,0
CA-2015-103716,TEC-PH-10000347,19.8,5,1.7,0.2
CA-2015-141040,OFF-PA-10002245,23.9,4,10.8,0
CA-2017-122154,OFF-PA-10000994,251.6,3,88.1,0.2
CA-2017-102925,OFF-BI-10002735,164.7,6,55.6,0.2
